Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,FantPt,DKPt,FDPt,VBD,PosRank,OvRank
183,Quentin Griffin\GrifQu00,DEN,RB,23,6,4,0,0,0,0,0,85,311,3.66,2,14,10,68,6.8,1,56,67.4,57.9,,58,
184,Bobby Wade\WadeBo00,CHI,WR,23,16,14,0,0,0,0,0,12,76,6.33,0,89,42,481,11.45,0,56,99.7,74.7,,74,
185,Kelley Washington\WashKe00,CIN,WR,25,16,2,0,0,0,0,0,1,-1,-1,0,50,31,378,12.19,3,56,89.7,71.2,,73,
186,Mike Alstott\AlstMi00,TAM,RB,31,14,11,0,0,0,0,0,67,230,3.43,2,41,29,202,6.97,0,55,89.2,67.7,,59,
187,Freddie Jones\JoneFr00,ARI,TE,30,16,15,0,0,0,0,0,0,0,,0,74,45,426,9.47,2,55,102.6,77.1,,18,
188,Clarence Moore\MoorCl00,BAL,WR,22,15,6,0,0,0,0,0,0,0,,0,58,24,293,12.21,4,55,82.3,67.3,,75,
189,Ken Dilger\DilgKe00,TAM,TE,33,16,14,0,0,0,0,0,0,0,,0,55,39,345,8.85,3,55,96.5,74,,19,
190,Jerramy Stevens\StevJe00,SEA,TE,25,16,5,0,0,0,0,0,0,0,,0,47,31,349,11.26,3,55,88.9,70.4,,17,
191,Aaron Stecker\StecAa00,NOR,RB,29,16,3,0,0,0,0,0,58,244,4.21,2,38,29,174,6,0,54,94.3,73.3,,61,
192,Ladell Betts\BettLa00,WAS,RB,25,16,1,0,0,0,0,0,90,371,4.12,1,25,15,108,7.2,0,54,74.9,61.4,,60,
193,Reche Caldwell\CaldRe00,SDG,WR,25,6,6,0,0,0,0,0,4,45,11.25,0,29,18,310,17.22,3,54,74,61.5,,76,
194,Andre' Davis\DaviAn01,CLE,WR,25,7,7,0,0,0,0,0,1,-3,-3,0,20,16,416,26,2,53,72.3,61.3,,77,
195,Verron Haynes\HaynVe00,PIT,RB,25,13,0,0,0,0,0,0,55,272,4.95,0,23,18,142,7.89,2,53,77.4,62.4,,62,
196,Brad Hoover\HoovBr00,CAR,RB,28,14,9,0,0,0,0,0,68,246,3.62,0,32,21,161,7.67,2,53,79.7,63.2,,64,
197,Obafemi Ayanbadejo\AyanOb00,ARI,RB,29,16,5,0,0,0,0,0,30,122,4.07,3,25,19,171,9,1,53,77.8,61.8,,63,
198,Terry Glenn\GlenTe00,DAL,WR,30,6,6,0,1,0,0,0,1,-3,-3,0,38,24,400,16.67,2,52,78.7,63.7,,78,
199,Eli Manning\MannEl00,NYG,QB,23,9,7,95,197,1043,6,9,6,35,5.83,0,0,0,0,,0,51,61.7,57.2,,36,
200,Najeh Davenport\DaveNa00,GNB,RB,25,11,1,0,0,0,0,0,71,359,5.06,2,4,4,33,8.25,0,51,57.7,52.2,,65,
201,Ricky Proehl\ProeRi00,CAR,WR,36,16,3,0,1,0,0,0,1,9,9,0,70,34,497,14.62,0,51,87.6,67.6,,79,
202,Dez White\WhitDe00,ATL,WR,25,16,15,0,0,0,0,0,3,14,4.67,0,56,30,370,12.33,2,50,83.4,65.4,,80,
203,Freddie Mitchell\MitcFr00,PHI,WR,26,16,9,0,0,0,0,0,0,0,,0,45,22,377,17.14,2,50,74.7,60.7,,81,
204,Mark Campbell\CampMa00,BUF,TE,29,12,12,0,0,0,0,0,0,0,,0,30,17,203,11.94,5,50,69.8,57.8,,21,
205,Kris Mangum\MangKr00,CAR,TE,31,15,10,0,0,0,0,0,0,0,,0,58,34,323,9.5,3,50,87.3,67.3,,20,
206,Aaron Shea\SheaAa00,CLE,TE,28,15,8,0,0,0,0,0,0,0,,0,48,26,252,9.69,4,49,78.2,62.2,,22,
207,Chad Hutchinson\HutcCh00,CHI,QB,27,5,5,92,161,903,4,3,6,14,2.33,0,0,0,0,,0,48,49.5,42.5,,37,
208,Darius Watts\WattDa00,DEN,WR,23,16,2,0,0,0,0,0,5,33,6.6,0,53,31,385,12.42,1,48,81.3,62.3,,82,
209,Boo Williams\WillBo00,NOR,TE,25,16,7,0,0,0,0,0,0,0,,0,75,33,362,10.97,2,48,83.2,62.7,,24,
210,Derick Armstrong\ArmsDe00,HOU,WR,25,14,1,0,0,0,0,0,0,0,,0,39,29,415,14.31,1,48,79.5,62,,83,
211,Todd Heap\HeapTo00,BAL,TE,24,6,5,0,0,0,0,0,0,0,,0,44,27,303,11.22,3,48,78.3,61.8,,23,
212,Kelly Holcomb\HolcKe00,CLE,QB,31,4,2,59,87,737,7,5,3,-2,-0.67,0,0,0,0,,0,47,54.8,51.3,,38,
213,Ike Hilliard\HillIk00,NYG,WR,28,16,15,0,0,0,0,0,3,34,11.33,0,81,49,437,8.92,0,47,97.6,68.6,,84,
214,Keenan McCardell\McCaKe00,SDG,WR,34,7,6,0,1,0,0,0,1,3,3,0,58,31,393,12.68,1,46,79.6,61.1,,86,
215,Wayne Chrebet\ChreWa00,NYJ,WR,31,16,1,0,0,0,0,0,0,0,,0,54,31,397,12.81,1,46,79.7,61.2,,85,
216,DeShaun Foster\FostDe00,CAR,RB,24,4,3,0,0,0,0,0,59,255,4.32,2,10,9,76,8.44,0,45,57.1,49.6,,66,
217,Chad Lewis\LewiCh00,PHI,TE,33,15,9,0,0,0,0,0,0,0,,0,46,29,267,9.21,3,45,76.7,59.2,,25,
218,Robert Ferguson\FergRo00,GNB,WR,25,13,5,0,0,0,0,0,0,0,,0,49,24,367,15.29,1,45,71.2,55.7,,88,
219,Joe Jurevicius\JureJo00,TAM,WR,30,10,3,0,0,0,0,0,0,0,,0,37,27,333,12.33,2,45,75.3,58.8,,87,
220,Randy Hymes\HymeRa00,BAL,WR,25,14,7,0,1,0,0,0,0,0,,0,48,26,323,12.42,2,44,73.3,57.3,,89,
221,Stephen Alexander\AlexSt00,DET,TE,29,16,15,0,0,0,0,0,0,0,,0,76,41,377,9.2,1,44,87.7,64.2,,27,
222,Zack Crockett\CrocZa00,OAK,RB,32,16,9,0,0,0,0,0,48,232,4.83,2,20,16,87,5.44,0,44,62.9,51.9,,67,
223,Matt Schobel\SchoMa00,CIN,TE,26,16,1,0,0,0,0,0,0,0,,0,33,21,201,9.57,4,44,67.6,53.6,,26,
224,Kevin Johnson\JohnKe01,BAL,WR,28,16,5,0,0,0,0,0,1,0,0,0,61,35,373,10.66,1,43,80.8,59.8,,90,
225,Jerald Sowell\SoweJe00,NYJ,RB,30,16,16,0,0,0,0,0,2,28,14,0,59,45,342,7.6,1,43,90.5,64.5,,68,
226,Doug Jolley\JollDo00,OAK,TE,25,16,13,0,0,0,0,0,0,0,,0,48,27,313,11.59,2,43,73.3,56.8,,28,
227,Kelly Campbell\CampKe00,MIN,WR,24,16,3,0,0,0,0,0,3,4,1.33,0,32,19,364,19.16,1,43,64.3,51.3,,91,
228,Kassim Osgood\OsgoKa00,SDG,WR,24,16,7,0,0,0,0,0,0,0,,0,33,15,308,20.53,2,43,60.8,50.3,,92,
229,Chris Baker\BakeCh00,NYJ,TE,25,16,0,0,0,0,0,0,0,0,,0,29,18,182,10.11,4,42,62.7,50.2,,29,
230,Travis Taylor\TaylTr01,BAL,WR,25,10,9,0,0,0,0,0,0,0,,0,80,34,421,12.38,0,42,78.6,58.1,,93,
231,William Henderson\HendWi00,GNB,RB,33,16,8,0,0,0,0,0,0,0,,0,40,34,239,7.03,3,42,78.9,58.9,,69,
232,Troy Hambrick\HambTr00,ARI,RB,28,10,0,0,0,0,0,0,63,283,4.49,1,5,4,16,4,1,42,48.9,43.9,,70,
233,Jon Kitna\KitnJo00,CIN,QB,32,4,3,61,104,623,5,4,10,42,4.2,0,0,0,0,,0,41,47.1,43.1,,39,
234,Ernest Wilford\WilfEr00,JAX,WR,25,15,3,0,0,0,0,0,0,0,,0,35,19,271,14.26,2,41,63.1,50.6,,94,
235,Ben Troupe\TrouBe00,TEN,TE,22,14,7,0,0,0,0,0,0,0,,0,54,33,329,9.97,1,39,73.9,53.4,,30,
236,Kenny Watson\WatsKe00,CIN,RB,26,16,0,0,0,0,0,0,26,161,6.19,0,35,25,171,6.84,1,39,69.2,49.7,,71,
237,Brian Finneran\FinnBr00,ATL,WR,28,12,1,0,0,0,0,0,0,0,,0,33,23,258,11.22,2,38,63.3,48.3,,95,
238,LaBrandon Toefield\ToefLa00,JAX,RB,24,14,0,0,0,0,0,0,51,169,3.31,0,34,28,151,5.39,1,38,71.5,51,,72,
239,Erron Kinney\KinnEr00,TEN,TE,27,9,9,0,0,0,0,0,0,0,,0,30,25,193,7.72,3,37,65.3,49.8,,31,
240,Travis Henry\HenrTr00,BUF,RB,26,10,5,0,0,0,0,0,94,326,3.47,0,14,10,45,4.5,0,37,50.1,42.1,,73,
241,Artose Pinner\PinnAr00,DET,RB,26,9,2,0,0,0,0,0,57,174,3.05,2,11,11,72,6.55,0,37,50.6,42.1,,74,
242,Alvis Whitted\WhitAl00,OAK,WR,30,11,5,0,0,0,0,0,0,0,,0,25,9,227,25.22,2,37,48.7,41.2,,98,
243,Reggie Williams\WillRe00,JAX,WR,21,16,15,0,0,0,0,0,0,0,,0,54,27,268,9.93,1,37,66.3,49.3,,97,
244,Brad Johnson\JohnBr00,TAM,QB,36,4,4,65,103,674,3,3,5,23,4.6,0,0,0,0,,0,37,42.3,38.3,,40,
245,Bernard Berrian\BerrBe00,CHI,WR,24,16,1,0,0,0,0,0,8,28,3.5,0,44,15,225,15,2,37,55.3,44.8,,96,
246,Patrick Pass\PassPa00,NWE,RB,27,14,4,0,0,0,0,0,39,141,3.62,0,32,28,215,7.68,0,36,69.1,48.6,,75,
247,Greg Jones\JoneGr01,JAX,RB,23,16,3,0,0,0,0,0,62,162,2.61,3,10,3,13,4.33,0,36,41,36,,76,
248,David Garrard\GarrDa00,JAX,QB,26,4,2,38,72,374,2,1,12,76,6.33,1,0,0,0,,0,35,38.6,35.6,,41,
249,J.R. Redmond\RedmJ.00,OAK,RB,27,16,1,0,0,0,0,0,21,119,5.67,0,50,32,233,7.28,0,35,72.2,49.2,,77,
250,Dominic Rhodes\RhodDo00,IND,RB,25,16,0,0,0,0,0,0,53,254,4.79,1,4,2,24,12,0,34,43.8,38.8,,78,
251,Tai Streets\StreTa00,DET,WR,27,13,12,0,0,0,0,0,0,0,,0,56,28,260,9.29,1,34,65,48,,100,
252,Antonio Chatman\ChatAn00,GNB,WR,25,16,2,0,0,0,0,0,4,36,9,0,45,22,246,11.18,1,34,57.7,42.2,,99,
253,Desmond Clark\ClarDe00,CHI,TE,27,15,13,0,0,0,0,0,0,0,,0,49,24,282,11.75,1,34,60.7,45.2,,32,
254,Eddie Berlin\BerlEd00,TEN,WR,26,16,1,0,0,0,0,0,0,0,,0,41,20,278,13.9,1,34,56.8,43.8,,101,
255,Rich Gannon\GannRi00,OAK,QB,39,3,3,41,68,524,3,2,5,26,5.2,0,0,0,0,,0,34,37.1,32.6,,42,
256,Rex Grossman\GrosRe00,CHI,QB,24,3,3,47,84,607,1,3,11,48,4.36,1,0,0,0,,0,33,38.1,34.1,,43,
257,Craig Krenzel\KrenCr00,CHI,QB,23,6,5,59,127,718,3,6,18,41,2.28,0,0,0,0,,0,33,37.8,30.8,,44,
258,Quincy Carter\CartQu00,NYJ,QB,27,7,3,35,58,498,3,1,12,20,1.67,0,0,0,0,,0,32,34.9,30.9,,45,
259,Justin Griffith\GrifJu00,ATL,RB,24,12,11,0,0,0,0,0,9,39,4.33,0,31,22,220,10,1,32,56.9,42.9,,80,
260,Troy Fleming\FlemTr00,TEN,RB,24,16,0,0,0,0,0,0,7,40,5.71,0,28,19,164,8.63,2,32,54.4,41.9,,79,
261,Christian Fauria\FaurCh00,NWE,TE,33,16,10,0,0,0,0,0,0,0,,0,20,16,195,12.19,2,32,50.5,39.5,,33,
262,Doug Flutie\FlutDo00,SDG,QB,42,2,1,20,38,276,1,0,5,39,7.8,2,0,0,0,,0,31,30.9,30.9,,46,
263,Luke McCown\McCoLu00,CLE,QB,23,5,4,48,98,608,4,7,6,25,4.17,0,0,0,0,,0,31,39.8,35.8,,47,
264,Shaud Williams\WillSh01,BUF,RB,24,4,0,0,0,0,0,0,42,167,3.98,2,3,3,19,6.33,0,31,36.1,31.1,,81,
265,Robert Royal\RoyaRo00,WAS,TE,25,14,9,0,0,0,0,0,0,0,,0,15,8,70,8.75,4,31,39,35,,34,
266,Itula Mili\MiliIt00,SEA,TE,31,15,4,0,0,0,0,0,0,0,,0,36,23,240,10.43,1,30,56,41.5,,35,
267,Jason Dunn\DunnJa00,KAN,TE,31,16,0,0,0,0,0,0,0,0,,0,25,17,120,7.06,3,30,50,38.5,,36,
268,Dante Hall\HallDa00,KAN,WR,26,16,6,0,0,0,0,0,8,56,7,0,38,25,230,9.2,0,29,68.1,52.1,,102,
269,Craig Nall\NallCr00,GNB,QB,25,5,0,23,33,314,4,0,3,7,2.33,0,0,0,0,,0,29,31.8,28.3,,48,
270,Josh Scobey\ScobJo00,ARI,RB,25,12,0,0,0,0,0,0,27,89,3.3,0,21,18,191,10.61,0,28,48.5,36,,82,
271,Cory Schlesinger\SchlCo00,DET,RB,32,13,11,0,0,0,0,0,4,7,1.75,0,16,10,91,9.1,3,28,37.8,32.8,,83,
272,Reggie Swinton\SwinRe00,DET,WR,29,13,1,0,0,0,0,0,1,3,3,0,31,18,213,11.83,1,28,48.1,35.6,,104,
273,Daniel Wilcox\WilcDa01,BAL,WR,27,16,5,0,0,0,0,0,0,0,,0,35,25,219,8.76,1,28,55.4,39.4,,103,
274,Patrick Hape\HapePa00,DEN,TE,30,16,5,0,0,0,0,0,0,0,,0,17,8,35,4.38,4,28,35.5,31.5,,37,
275,Mike Cloud\ClouMi00,NYG,RB,29,10,0,0,0,0,0,0,21,90,4.29,3,1,1,3,3,0,27,28.3,27.8,,84,
276,Bryan Gilmore\GilmBr00,MIA,WR,26,16,2,0,0,0,0,0,0,0,,0,34,15,206,13.73,1,27,44.1,33.1,,105,
277,Tim Carter\CartTi00,NYG,WR,25,5,0,0,0,0,0,0,2,23,11.5,0,18,12,182,15.17,1,27,41.5,32.5,,106,
278,Jerame Tuman\TumaJe00,PIT,TE,28,16,16,0,0,0,0,0,0,0,,0,20,9,89,9.89,3,27,35.9,31.4,,38,
279,Mike Seidman\SeidMi00,CAR,TE,23,16,6,0,0,0,0,0,0,0,,0,13,13,123,9.46,2,26,42.3,32.8,,39,
280,Dwayne Carswell\CarsDw00,DEN,TE,32,15,14,0,0,0,0,0,0,0,,0,36,22,198,9,1,26,50.8,36.8,,40,
281,Tim Brown\BrowTi00,TAM,WR,38,15,4,0,0,0,0,0,0,0,,0,31,24,200,8.33,1,26,52,36,,107,
282,Shad Meier\MeieSh00,TEN,RB,26,14,6,0,0,0,0,0,0,0,,0,36,25,127,5.08,2,25,52.2,36.2,,86,
283,Chris Horn\HornCh00,KAN,WR,27,14,0,0,0,0,0,0,1,12,12,0,27,15,178,11.87,1,25,43,32.5,,108,
284,Justin Fargas\FargJu00,OAK,RB,24,12,0,0,0,0,0,0,35,126,3.6,1,14,11,68,6.18,0,25,38.9,29.9,,85,
285,Ron Dayne\DaynRo00,NYG,RB,26,14,2,0,0,0,0,0,52,179,3.44,1,4,1,7,7,0,25,28.6,25.1,,87,
286,Teyo Johnson\JohnTe00,OAK,TE,23,8,1,0,0,0,0,0,0,0,,0,13,9,131,14.56,2,25,37.1,29.6,,41,
287,Kyle Johnson\JohnKy00,DEN,RB,26,14,3,0,0,0,0,0,0,0,,0,13,9,126,14,2,25,36.6,29.1,,88,
288,Courtney Anderson\AndeCo00,OAK,TE,24,9,4,0,0,0,0,0,0,0,,0,21,13,175,13.46,1,24,39.5,30,,43,
289,Billy Miller\MillBi00,HOU,TE,27,16,8,0,0,0,0,0,0,0,,0,33,17,178,10.47,1,24,43.3,31.3,,42,
290,James Mungro\MungJa00,IND,RB,26,15,0,0,0,0,0,0,5,19,3.8,0,8,7,36,5.14,3,24,30.5,27,,90,
291,Troy Brown\BrowTr00,NWE,WR,33,12,0,0,0,0,0,0,0,0,,0,29,17,184,10.82,1,24,43.9,31.9,,109,
292,Bethel Johnson\JohnBe00,NWE,WR,25,13,1,0,0,0,0,0,2,8,4,0,21,10,174,17.4,1,24,42.2,33.2,,110,
293,Terry Jackson\JackTe00,SFO,RB,28,16,0,0,0,0,0,0,26,101,3.88,0,30,21,139,6.62,0,24,49.5,31.5,,89,
294,Brandon Manumaleuna\ManuBr00,STL,TE,24,16,16,0,0,0,0,0,0,0,,0,21,15,174,11.6,1,23,41.4,30.9,,44,
295,Jonathan Carter\CartJo01,NYJ,WR,25,13,1,0,0,0,0,0,0,0,,0,16,10,173,17.3,1,23,35.3,26.3,,111,
296,Mack Strong\StroMa00,SEA,RB,33,16,13,0,0,0,0,0,36,131,3.64,0,31,21,99,4.71,0,23,46,31.5,,91,
297,Tim Euhus\EuhuTi00,BUF,TE,24,12,5,0,0,0,0,0,0,0,,0,15,11,98,8.91,2,22,32.8,27.3,,45,
298,David Tyree\TyreDa00,NYG,WR,24,16,1,0,0,0,0,0,0,0,,0,17,10,155,15.5,1,22,34.5,26.5,,114,
299,Bill Schroeder\SchrBi00,TAM,WR,33,7,2,0,0,0,0,0,0,0,,0,11,7,156,22.29,1,22,30.6,23.1,,113,
300,Rashaun Woods\WoodRa00,SFO,WR,24,14,0,0,0,0,0,0,0,0,,0,23,7,160,22.86,1,22,32,25.5,,112,
301,Charles Lee\LeexCh00,TAM,WR,27,7,3,0,0,0,0,0,0,0,,0,22,15,207,13.8,0,21,38.2,27.2,,115,
302,Reno Mahe\MaheRe00,PHI,RB,24,11,0,0,0,0,0,0,23,91,3.96,0,16,14,123,8.79,0,21,37.9,27.4,,92,
303,Terry Jones\JoneTe00,BAL,TE,25,15,11,0,0,0,0,0,0,0,,0,29,20,152,7.6,1,21,44.2,31.2,,46,
304,Karl Williams\WillKa00,ARI,WR,33,15,2,0,0,0,0,0,2,6,3,0,30,18,197,10.94,0,20,39.3,25.3,,116,
305,Cortez Hankton\HankCo00,JAX,WR,23,12,0,0,0,0,0,0,0,0,,0,9,9,81,9,2,20,29.1,24.6,,119,
306,Greg Lewis\LewiGr01,PHI,WR,24,16,3,0,0,0,0,0,4,16,4,0,37,17,183,10.76,0,20,39.9,28.4,,120,
307,Samie Parker\ParkSa00,KAN,WR,23,4,0,0,0,0,0,0,0,0,,0,13,9,137,15.22,1,20,31.7,24.2,,121,
308,Patrick Crayton\CrayPa00,DAL,WR,25,8,0,0,1,0,0,1,0,0,,0,15,12,162,13.5,1,20,36.2,27.2,,118,
309,James Thrash\ThraJa00,WAS,WR,29,16,3,0,0,0,0,0,0,0,,0,21,17,203,11.94,0,20,40.3,28.8,,117,
310,Jay Riemersma\RiemJa00,PIT,TE,31,11,2,0,0,0,0,0,0,0,,0,9,7,82,11.71,2,20,27.2,23.7,,48,
311,Willie Parker\ParkWi00,PIT,RB,24,8,0,0,0,0,0,0,32,186,5.81,0,7,3,16,5.33,0,20,26.2,21.7,,93,
312,Justin Peelle\PeelJu00,SDG,TE,25,16,4,0,0,0,0,0,0,0,,0,20,10,84,8.4,2,20,29.9,24.4,,47,
313,Shaun King\KingSh00,ARI,QB,27,3,2,47,84,502,1,4,9,30,3.33,0,0,0,0,,0,19,24.1,19.1,,49,
314,Jason McKie\McKiJa00,CHI,RB,24,15,2,0,0,0,0,0,1,1,1,0,17,13,70,5.38,2,19,31.6,24.6,,95,
315,Taylor Jacobs\JacoTa00,WAS,WR,23,15,4,0,0,0,0,0,1,-6,-6,0,27,16,178,11.13,0,19,38.2,27.2,,122,
316,ReShard Lee\LeexRe00,DAL,RB,24,14,0,0,0,0,0,0,27,128,4.74,1,3,1,4,4,0,19,23.2,19.7,,94,
317,Jonathan Quinn\QuinJo00,CHI,QB,29,5,3,51,98,413,1,3,3,35,11.67,0,0,0,0,,0,18,23,19,,51,
318,Dane Looker\LookDa00,STL,WR,28,14,0,0,0,0,0,0,0,0,,0,26,13,183,14.08,0,18,33.8,23.8,,123,
319,Chris Simms\SimmCh00,TAM,QB,24,5,2,42,73,467,1,3,7,14,2,0,0,0,0,,0,18,22.6,18.1,,50,
320,Jerheme Urban\UrbaJe00,SEA,WR,24,7,1,0,0,0,0,0,0,0,,0,9,6,117,19.5,1,18,26.2,19.7,,124,
321,Maurice Morris\MorrMa00,SEA,RB,25,15,0,0,0,0,0,0,30,126,4.2,0,20,9,53,5.89,0,18,29.9,22.4,,96,
322,Bryan Johnson\JohnBr01,CHI,TE,26,12,6,0,0,0,0,0,0,0,,0,25,14,55,3.93,2,18,31.5,24.5,,49,
323,Tony Richardson\RichTo00,KAN,RB,33,16,16,0,0,0,0,0,12,56,4.67,0,26,19,118,6.21,0,17,39.4,26.9,,97,
324,Brian Jones\JoneBr01,JAX,TE,23,16,0,0,0,0,0,0,0,0,,0,19,6,87,14.5,1,17,22.7,19.7,,51,
325,Charlie Garner\GarnCh00,TAM,RB,32,3,3,0,0,0,0,0,30,111,3.7,0,14,9,62,6.89,0,17,29.3,21.8,,98,
326,Donald Lee\LeexDo00,MIA,TE,24,16,10,0,0,0,0,0,0,0,,0,20,13,110,8.46,1,17,32,21.5,,50,
327,Jamal Robertson\RobeJa00,2TM,RB,27,12,0,0,0,0,0,0,16,71,4.44,1,5,4,34,8.5,0,17,19,15.5,,99,
328,Frisman Jackson\JackFr01,CLE,WR,25,10,0,0,1,0,0,0,1,4,4,0,19,13,168,12.92,0,17,32.7,22.7,,125,
329,Justin Gage\GageJu00,CHI,WR,23,16,2,0,0,0,0,0,0,0,,0,28,12,156,13,0,16,30.6,21.6,,126,
330,Garrison Hearst\HearGa00,DEN,RB,33,7,0,0,0,0,0,0,20,81,4.05,1,3,2,20,10,0,16,18.1,17.1,,100,
331,Kyle Brady\BradKy00,JAX,TE,32,11,8,0,0,0,0,0,0,0,,0,23,14,103,7.36,1,16,33.3,23.3,,52,
332,Ernie Conwell\ConwEr00,NOR,TE,32,16,11,0,0,0,0,0,0,0,,0,19,10,102,10.2,1,16,29.2,21.2,,53,
333,Anthony Becht\BechAn00,NYJ,TE,27,16,16,0,0,0,0,0,0,0,,0,28,13,100,7.69,1,16,32,22.5,,54,
334,Will Heller\HellWi00,TAM,TE,23,10,2,0,0,0,0,0,0,0,,0,16,12,98,8.17,1,16,27.3,20.8,,55,
335,Todd Yoder\YodeTo00,JAX,TE,26,16,8,0,0,0,0,0,0,0,,0,22,14,157,11.21,0,16,32.7,22.7,,56,
336,Tommy Maddox\MaddTo00,PIT,QB,33,4,3,30,60,329,1,2,9,15,1.67,0,0,0,0,,0,15,18.2,13.7,,52,
337,Arnaz Battle\BattAr00,SFO,WR,24,14,0,0,0,0,0,0,2,5,2.5,0,15,8,143,17.88,0,15,30.8,22.8,,128,
338,Darnell Dinkins\DinkDa00,BAL,TE,27,10,4,0,0,0,0,0,0,0,,0,15,9,94,10.44,1,15,24.4,19.9,,57,
339,Tim Dwight\DwigTi00,SDG,WR,29,12,0,0,0,0,0,0,4,54,13.5,0,5,2,31,15.5,1,15,22.5,21.5,,130,
340,Leonard Henry\HenrLe20,MIA,RB,26,6,2,0,0,0,0,0,46,141,3.07,0,6,3,12,4,0,15,20.8,15.8,,102,
341,Sam Aiken\AikeSa00,BUF,WR,24,16,0,0,0,0,0,0,0,0,,0,18,11,148,13.45,0,15,28.8,20.3,,129,
342,Josh Reed\ReedJo01,BUF,WR,24,12,1,0,0,0,0,0,2,-1,-0.5,0,36,16,153,9.56,0,15,34.2,23.2,,127,
343,Jim Sorgi\SorgJi00,IND,QB,24,4,0,17,29,175,2,0,8,-5,-0.63,0,0,0,0,,0,15,14,13.5,,53,
344,Dan Kreider\KreiDa00,PIT,RB,27,16,9,0,0,0,0,0,4,18,4.5,0,14,10,75,7.5,1,15,25.3,20.3,,101,
345,Rob Konrad\KonrRo00,MIA,RB,28,10,1,0,0,0,0,0,2,18,9,0,18,8,69,8.63,1,15,22.7,18.7,,104,
346,Chris Fuamatu-Ma'afala\FuamCh00,JAX,RB,27,7,1,0,0,0,0,0,20,69,3.45,1,6,4,19,4.75,0,15,18.8,16.8,,103,
347,Lamar Gordon\GordLa00,MIA,RB,24,3,2,0,0,0,0,0,35,64,1.83,0,19,13,74,5.69,0,14,26.3,19.3,,105,
348,Joey Goodspeed\GoodJo00,STL,RB,26,16,5,0,0,0,0,0,3,6,2,1,16,11,71,6.45,0,14,24.2,18.2,,106,
349,Lee Mays\MaysLe00,PIT,WR,26,16,1,0,0,0,0,0,0,0,,0,23,9,137,15.22,0,14,25.7,18.2,,134,
350,Jamaar Taylor\TaylJa00,NYG,WR,23,8,0,0,0,0,0,0,1,-8,-8,0,17,6,146,24.33,0,14,22.8,16.8,,133,
351,Ryan Krause\KrauRy00,SDG,TE,23,2,1,0,0,0,0,0,0,0,,0,6,5,81,16.2,1,14,19.1,16.6,,58,
352,Peter Warrick\WarrPe00,CIN,WR,27,4,1,0,0,0,0,0,2,14,7,0,17,11,127,11.55,0,14,28.1,19.6,,132,
353,Terrance Copper\CoppTe00,DAL,WR,22,10,0,0,0,0,0,0,1,-1,-1,0,20,7,84,12,1,14,21.3,17.8,,131,
354,Dustin Lyman\LymaDu00,CHI,TE,28,16,10,0,0,0,0,0,0,0,,0,23,11,73,6.64,1,13,24.3,18.8,,59,
355,Darian Barnes\BarnDa00,DAL,RB,24,16,10,0,0,0,0,0,5,10,2,0,14,10,59,5.9,1,13,22.4,16.9,,107,
356,Trent Dilfer\DilfTr00,SEA,QB,32,5,2,25,58,333,1,3,10,14,1.4,0,0,0,0,,0,13,18.2,14.7,,54,
357,George Wrighster\WrigGe00,JAX,TE,23,4,3,0,0,0,0,0,0,0,,0,14,10,69,6.9,1,13,22.4,16.9,,60,
358,Michael Lewis\LewiMi00,NOR,WR,33,14,1,0,0,0,0,0,0,0,,0,13,8,127,15.88,0,13,29.2,21.7,,136,
359,David Kircus\KircDa00,DET,WR,24,7,0,0,0,0,0,0,0,0,,0,10,3,68,22.67,1,13,15.8,14.3,,135,
360,Jeff Robinson\RobiJe00,DAL,TE,34,16,0,0,0,0,0,0,0,0,,0,2,2,2,1,2,12,14.2,13.2,,61,
361,Jeremi Johnson\JohnJe00,CIN,RB,24,16,6,0,0,0,0,0,3,5,1.67,0,18,16,53,3.31,1,12,27.3,18.8,,112,
362,Jim Finn\FinnJi00,NYG,RB,28,16,9,0,0,0,0,0,3,7,2.33,0,18,15,112,7.47,0,12,29.9,19.4,,110,
363,Lorenzo Neal\NealLo00,SDG,RB,34,16,10,0,0,0,0,0,16,53,3.31,0,19,13,66,5.08,0,12,24.4,17.4,,111,
364,Aaron Walker\WalkAa00,SFO,TE,24,16,4,0,0,0,0,0,0,0,,0,15,10,115,11.5,0,12,24.5,16.5,,62,
365,Stephen Davis\DaviSt00,CAR,RB,30,2,2,0,0,0,0,0,24,92,3.83,0,2,2,32,16,0,12,14.4,13.4,,108,
366,Robert Holcombe\HolcRo00,TEN,RB,29,16,8,0,0,0,0,0,17,62,3.65,0,21,11,60,5.45,0,12,23.2,17.7,,109,
367,Matt Schaub\SchaMa00,ATL,QB,23,6,1,33,70,330,1,4,8,26,3.25,0,0,0,0,,0,12,18.3,14.8,,55,
368,Michael Jenkins\JenkMi00,ATL,WR,22,16,0,0,0,0,0,0,1,2,2,0,20,7,119,17,0,12,22.1,15.6,,137,
369,Chris Chandler\ChanCh00,STL,QB,39,5,2,35,62,463,2,8,1,2,2,0,0,0,0,,0,11,21.2,17.7,,56,
370,Tony Stewart\StewTo00,CIN,TE,25,16,9,0,0,0,0,0,0,0,,0,25,10,48,4.8,1,11,20.8,15.8,,64,
